1 =
dsj1000 0.006837
pr1002 0.007837
u1060 0.009333
vm1084 0.009082
pcb1173 0.010512
d1291 0.014035
rl1304 0.014043
rl1323 0.015133
nrw1379 0.01633
fl1400 0.017306
u1432 0.018207
