3 graspChance=0.1 graspChance=0.05 graspChance=0.01
att532 379382.1286613333 384294.64952466666 394080.4956063333
u574 358386.66778200003 362835.47064466664 382224.71430033335
rat575 349554.45094633335 356762.425627 354492.75266399997
p654 288469.482755 305024.61686300003 300281.55140666664
d657 291141.4228666667 294920.9667376667 295137.54874733335
u724 246712.26135933332 254857.927085 263757.47230766667
rat783 217995.92768633334 224787.95901166668 227696.6433753333
