1 =
dsj1000 146255.108445
pr1002 127722.630324
u1060 113683.907115
vm1084 119252.086635
pcb1173 111680.680774
d1291 91981.288352
rl1304 92784.25371
rl1323 87357.929954
nrw1379 84385.780996
fl1400 80898.609906
u1432 78814.491076
