3 graspChance=0.1 graspChance=0.05 graspChance=0.01
pla7397 29696542.333333332 28459190.0 27813187.333333332
rl11849 1187981.0 1116158.0 1090728.3333333333
usa13509 25435196.0 24591343.333333332 24423453.666666668
brd14051 595234.6666666666 577156.0 571482.3333333334
d15112 1979623.6666666667 1919638.6666666667 1904539.3333333333
d18512 818543.6666666666 792801.3333333334 785562.0
