3 graspChance=0.1 graspChance=0.05 graspChance=0.01
ts225 129923.33333333333 128635.33333333333 128809.0
tsp225 4775.0 4748.0 4867.333333333333
pr226 85951.66666666667 85828.33333333333 88210.66666666667
gil262 2666.3333333333335 2638.0 2673.6666666666665
pr264 54167.0 53517.333333333336 53752.666666666664
a280 2590.3333333333335 2539.0 2593.0
pr299 54846.666666666664 54113.666666666664 55277.0
lin318 47579.666666666664 47401.666666666664 48203.666666666664
