3 graspChance=0.1 graspChance=0.05 graspChance=0.01
ts225 147907.33333333334 133218.0 128546.0
tsp225 5455.333333333333 5000.0 4877.666666666667
pr226 105808.33333333333 91186.33333333333 87876.33333333333
gil262 3134.3333333333335 2801.0 2673.6666666666665
pr264 62332.0 55530.666666666664 53704.666666666664
a280 3194.3333333333335 2749.3333333333335 2604.3333333333335
pr299 69557.66666666667 59077.666666666664 55372.333333333336
lin318 60116.333333333336 50094.666666666664 48173.0
