1 =
rat99 0.000361
kroC100 0.00033
kroA100 0.000257
kroE100 0.000262
kroB100 0.000386
kroD100 0.000327
rd100 0.000297
eil101 0.000304
lin105 0.000297
pr107 0.000301
pr124 0.000318
bier127 0.000278
ch130 0.000292
pr136 0.000309
pr144 0.000335
kroB150 0.000314
kroA150 0.000313
ch150 0.000309
pr152 0.000327
u159 0.00034
rat195 0.000328
d198 0.000314
kroA200 0.000316
kroB200 0.000374
