3 graspChance=0.1 graspChance=0.05 graspChance=0.01
ts225 1295072.684536 1368343.5138406667 1408169.8052433336
tsp225 1214397.691189 1292634.895162 1291138.302955
pr226 1306371.783985 1436665.3275933333 1471676.344699
gil262 1021913.3890076667 1099075.8121626666 1112972.627717
pr264 1150053.4408716664 1239618.056945 1257400.9971553334
a280 1059887.7056196665 1074452.5256976665 1139221.6556766666
pr299 807689.8331113333 833453.1929066667 825197.0150803333
lin318 770826.2216846667 800258.173546 805341.2646833333
