3 graspChance=0.1 graspChance=0.05 graspChance=0.01
pcb3038 858011.6666666666 439379.3333333333 186580.66666666666
fl3795 577016.0 288216.0 61222.666666666664
fnl4461 1699482.0 845034.0 280343.0
rl5915 7399386.0 3665129.0 1001564.6666666666
rl5934 7314032.0 3736848.6666666665 1025134.6666666666
