3 graspChance=0.1 graspChance=0.05 graspChance=0.01
ts225 177839.33333333334 138670.0 126024.33333333333
tsp225 5526.333333333333 4868.333333333333 4670.0
pr226 134258.0 89880.33333333333 83860.0
gil262 3443.3333333333335 2787.0 2653.6666666666665
pr264 95088.66666666667 60633.666666666664 53143.666666666664
a280 3793.6666666666665 2782.0 2541.3333333333335
pr299 85850.66666666667 59118.333333333336 54262.666666666664
lin318 68507.33333333333 52178.333333333336 47483.0
