3 graspChance=0.1 graspChance=0.05 graspChance=0.01
ts225 125413.33333333333 125033.0 125396.0
tsp225 4624.666666666667 4628.666666666667 4685.666666666667
pr226 81979.66666666667 82668.33333333333 83522.66666666667
gil262 2629.6666666666665 2622.6666666666665 2623.6666666666665
pr264 52634.0 52578.666666666664 53716.666666666664
a280 2497.0 2499.3333333333335 2514.3333333333335
pr299 53696.333333333336 53733.333333333336 54151.666666666664
lin318 46869.0 47026.0 47214.333333333336
